34	50.67	30.51	115.57	66.20	31.74	86.76	110.34	34.21	48.12	174.21	36.43	26.10	270.46	38.67	14.08	417.11	41.02	7.69	632.92	43.36	4.21	953.30	45.78	2.33	1404.59	48.08	1.32	
35	37.17	31.21	88.88	48.05	32.40	67.29	78.04	34.81	37.74	121.47	36.99	20.87	187.35	39.17	11.50	290.35	41.46	6.40	447.09	43.77	3.56	686.09	46.17	2.00	1025.42	48.40	1.16	
36	44.22	30.31	116.22	57.88	31.41	88.33	96.37	33.81	50.16	153.09	35.96	27.93	240.87	38.12	15.58	380.18	40.41	8.65	596.57	42.79	4.73	917.18	45.26	2.59	1363.55	47.60	1.46	
37	44.57	31.61	73.61	56.68	32.93	54.22	89.77	35.46	29.67	134.94	37.70	16.12	201.52	39.93	8.84	302.77	42.21	4.96	455.94	44.49	2.80	688.47	46.80	1.62	1023.52	48.99	0.96	
38	48.48	30.85	89.01	62.09	32.15	65.71	98.59	34.75	35.80	147.89	37.00	19.47	221.97	39.24	10.60	335.58	41.53	5.92	508.00	43.87	3.29	771.65	46.27	1.86	1145.50	48.53	1.08	
39	49.70	29.57	124.98	64.32	30.83	92.73	105.63	33.45	50.03	162.45	35.80	26.40	247.12	38.10	14.13	376.50	40.50	7.73	573.29	42.92	4.23	869.14	45.39	2.34	1284.17	47.74	1.32	
40	21.33	33.81	49.33	26.83	35.04	37.30	42.57	37.51	20.99	65.15	39.67	11.64	100.35	41.82	6.43	156.93	43.99	3.66	248.34	46.17	2.09	396.74	48.40	1.21	613.13	50.52	0.71	
41	37.65	31.24	96.09	48.61	32.45	72.70	80.57	34.95	40.49	126.04	37.20	21.97	195.96	39.39	12.04	307.78	41.68	6.74	483.07	43.94	3.79	753.43	46.30	2.13	1135.98	48.56	1.22	
42	39.26	31.93	82.40	50.72	33.14	61.96	82.68	35.56	34.83	127.80	37.76	18.99	196.52	39.97	10.37	302.16	42.21	5.82	464.28	44.47	3.26	713.00	46.77	1.86	1069.50	48.97	1.08	
43	24.26	33.39	50.07	30.97	34.54	38.41	49.42	36.84	22.54	77.39	38.90	12.90	121.13	41.04	7.24	190.92	43.23	4.14	300.94	45.44	2.36	474.77	47.67	1.38	726.55	49.78	0.83	
44	24.64	31.47	92.07	32.54	32.53	72.31	57.15	34.75	43.34	96.47	36.79	24.82	160.79	38.96	13.78	265.63	41.21	7.68	432.66	43.53	4.22	686.23	45.95	2.31	1038.84	48.29	1.29	
45	26.04	34.10	43.23	31.77	35.30	32.05	48.36	37.70	17.90	71.66	39.86	9.97	106.86	41.97	5.62	163.08	44.12	3.28	254.78	46.22	1.93	406.06	48.40	1.14	630.62	50.49	0.69	
46	29.94	32.93	54.78	37.56	34.21	40.69	58.47	36.77	22.46	87.65	38.95	12.42	131.84	41.10	6.98	202.62	43.24	4.05	316.68	45.40	2.34	502.64	47.65	1.36	772.55	49.80	0.81	
47	27.79	32.20	70.04	35.64	33.42	52.71	57.77	35.94	29.03	89.49	38.15	15.81	138.06	40.38	8.61	213.51	42.61	4.86	334.29	44.84	2.75	524.78	47.13	1.57	799.90	49.31	0.92	
48	10.16	37.40	18.94	12.12	38.68	14.45	18.55	41.20	8.28	28.05	43.23	4.75	43.36	45.23	2.74	69.08	47.19	1.64	115.47	49.20	0.97	199.52	51.34	0.59	321.39	53.45	0.36	
49	16.06	35.18	33.13	19.67	36.42	25.42	31.21	38.81	14.44	48.35	40.91	8.08	75.74	42.99	4.57	119.68	45.08	2.67	194.59	47.14	1.57	320.55	49.27	0.95	505.31	51.30	0.58	
50	16.36	35.52	31.60	20.27	36.67	24.12	31.82	39.06	13.90	49.42	41.12	7.81	76.81	43.29	4.35	121.31	45.37	2.53	194.35	47.43	1.49	317.22	49.54	0.90	497.27	51.55	0.56	
51	20.63	35.16	32.30	25.95	36.43	24.16	41.21	38.92	13.33	62.25	41.12	7.33	93.80	43.24	4.12	142.69	45.36	2.39	218.68	47.48	1.40	343.48	49.64	0.85	524.32	51.66	0.53	
52	23.41	32.19	69.19	30.14	33.25	54.91	51.57	35.62	31.51	83.52	37.84	17.23	132.45	40.05	9.40	208.68	42.30	5.30	329.94	44.58	2.97	519.41	46.91	1.69	787.87	49.11	0.99	
53	21.07	34.34	44.19	25.98	35.51	33.27	40.39	37.96	18.41	61.48	40.15	10.04	95.03	42.26	5.61	149.56	44.38	3.25	239.25	46.50	1.90	386.67	48.63	1.14	606.68	50.70	0.69	
54	23.73	33.52	50.21	29.82	34.72	37.78	47.77	37.22	20.99	73.86	39.35	11.65	114.95	41.49	6.52	180.97	43.62	3.78	287.44	45.73	2.21	464.53	47.93	1.30	721.02	50.04	0.79	
55	15.04	35.45	30.01	18.47	36.69	22.87	28.95	39.15	12.94	44.28	41.25	7.32	68.63	43.33	4.15	107.28	45.40	2.43	172.05	47.46	1.43	283.54	49.58	0.86	449.89	51.62	0.53	
56	6.92	39.48	11.22	8.13	41.00	8.22	11.98	43.69	4.53	18.33	45.78	2.53	28.39	47.83	1.45	45.43	49.75	0.89	76.63	51.84	0.52	134.49	54.17	0.32	209.00	56.59	0.18	
57	8.38	38.40	14.48	10.08	39.69	10.95	15.14	42.46	6.16	23.67	44.48	3.45	36.85	46.48	1.96	59.33	48.55	1.17	98.12	50.62	0.69	168.02	52.88	0.41	264.16	55.16	0.24	
58	8.19	38.43	15.10	10.09	39.76	11.40	14.97	42.55	6.30	23.19	44.61	3.49	36.30	46.66	1.97	58.42	48.74	1.18	97.14	50.81	0.69	165.44	53.05	0.42	260.52	55.32	0.25	
59	8.97	38.97	12.52	10.82	40.28	9.18	15.95	43.02	4.99	23.87	45.18	2.78	36.11	47.30	1.62	56.05	49.28	1.00	91.24	51.31	0.60	153.98	53.48	0.37	240.64	55.76	0.22	
60	14.88	35.32	31.78	18.45	36.62	23.26	28.86	39.20	12.28	43.35	41.39	6.72	65.59	43.47	3.84	102.20	45.51	2.30	163.43	47.50	1.39	270.27	49.57	0.86	427.04	51.52	0.55	
61	13.87	35.44	31.09	17.00	36.67	23.18	26.48	39.30	12.26	40.70	41.56	6.63	63.45	43.70	3.71	101.75	45.80	2.18	166.59	47.90	1.30	276.09	50.01	0.79	438.27	52.07	0.49	
62	14.66	35.58	28.32	18.02	36.88	20.98	28.02	39.55	11.37	43.07	41.76	6.15	66.92	43.91	3.47	105.69	45.98	2.06	170.37	48.04	1.23	280.10	50.14	0.76	441.56	52.17	0.47	
63	10.35	37.86	15.42	12.43	39.28	11.26	18.45	42.01	6.07	26.96	44.19	3.40	41.10	46.27	1.97	64.72	48.26	1.21	105.51	50.27	0.73	178.43	52.41	0.45	281.76	54.55	0.27	
